index,bank_int_spread,m1_rate,m2_rate,lf_rate,liquidity,nonbank_deposit,deposit,nonbank_loan_rate,krw_deposit,sup_CD,finan_bonds,comp_loan,simple_loan,mortgage_loan,money_mort_loan
2010-08-01,0.0235,0.11,0.085,0.08,0.092,0.06749411167709994,0.169049937533492,0.0526,0.169049937533492,-0.6988312306948975,-0.11885331675422091,0.055700000000000006,0.058600000000000006,0.0481,0.05480000000000001
2010-09-01,0.023700000000000002,0.102,0.081,0.077,0.08800000000000001,0.07461105484579515,0.14837099245266747,0.056600000000000004,0.14837099245266747,-0.7453244549996457,-0.15689832135973888,0.055099999999999996,0.06559999999999999,0.048,0.0543
2010-10-01,0.0236,0.09,0.076,0.07200000000000001,0.086,0.09011659495355566,0.1634660651262648,0.0543,0.1634660651262648,-0.8601066299455644,-0.06912056183976892,0.0541,0.0679,0.047400000000000005,0.0538
2010-11-01,0.0225,0.11800000000000001,0.07400000000000001,0.073,0.083,0.08213119303430368,0.1632283839357888,0.0572,0.1632283839357888,-0.9509689715511873,-0.07026615750835467,0.054000000000000006,0.0697,0.04650000000000001,0.0535
2010-12-01,0.020800000000000003,0.129,0.07200000000000001,0.069,0.07200000000000001,0.07156607613317234,0.1511864944971297,0.0601,0.1511864944971297,-0.9136376593825429,-0.07329267419359736,0.0552,0.0665,0.0467,0.0526
2011-01-01,0.021800000000000003,0.126,0.065,0.066,0.068,0.06427209907111198,0.12243026958064707,0.061500000000000006,0.12243026958064707,-0.9314253890344422,-0.05152688762935786,0.0571,0.0633,0.048,0.052000000000000005
2011-02-01,0.0204,0.115,0.05,0.052000000000000005,0.068,0.045462066831850646,0.11768012794709488,0.061200000000000004,0.11768012794709488,-0.9726944947668242,-0.05499219906527556,0.0581,0.05740000000000001,0.048600000000000004,0.053099999999999994
2011-03-01,0.0211,0.11599999999999999,0.043,0.047,0.066,0.030718713152086952,0.11624753879786155,0.0601,0.11624753879786155,-0.8908686374520453,-0.09716170667326622,0.0596,0.0666,0.0489,0.053099999999999994
2011-04-01,0.0202,0.096,0.039,0.045,0.066,0.040636941149427994,0.11282297986608167,0.0584,0.11282297986608167,-0.7618032785062019,-0.08316019162460644,0.057999999999999996,0.06849999999999999,0.0488,0.0533
2011-05-01,0.0209,0.07400000000000001,0.037000000000000005,0.044000000000000004,0.059000000000000004,0.024718161353536536,0.08399937143572687,0.0608,0.08399937143572687,-0.7130368916588327,-0.0870217279637632,0.058300000000000005,0.0706,0.049,0.053899999999999997
2011-06-01,0.021,0.054000000000000006,0.03,0.040999999999999995,0.062000000000000006,0.027384681489415617,0.08113614705505788,0.0584,0.08113614705505788,-0.6252722662695591,-0.08931492042392285,0.0589,0.0702,0.0487,0.053899999999999997
2011-07-01,0.0207,0.038,0.032,0.046,0.071,0.050840057389730346,0.08281363274702891,0.0605,0.08281363274702891,-0.6005307665938785,-0.1097698934541969,0.059800000000000006,0.0683,0.049,0.0543
2011-08-01,0.0207,0.054000000000000006,0.04,0.055999999999999994,0.071,0.043904409777845786,0.08075324134337268,0.0564,0.08075324134337268,-0.5057553046858249,-0.09782661717119213,0.0592,0.0621,0.0497,0.0543
2011-09-01,0.020499999999999997,0.051,0.042,0.057,0.073,0.054578969117959945,0.08373828861433068,0.0513,0.08373828861433068,-0.44666068569214706,-0.06464166755637542,0.0587,0.0641,0.05,0.0542
2011-10-01,0.0206,0.040999999999999995,0.044000000000000004,0.061,0.076,0.05184127549578669,0.07434642650169046,0.0524,0.07434642650169046,-0.3487243158253761,-0.06523408815391316,0.058600000000000006,0.0702,0.0501,0.0547
2011-11-01,0.021400000000000002,0.02,0.044000000000000004,0.062000000000000006,0.078,0.05049911124196746,0.06902525602712033,0.0547,0.06902525602712033,-0.2637866033727534,-0.05055436955847328,0.059000000000000004,0.0718,0.0501,0.05480000000000001
